Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price ZAR,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url
strawberry-ice,Strawberry Ice,,<p>Customise your vaping experience with VERSA S and unlock endless possibilities. Each VERSA S Starter Kit includes one sleek device and a pre-filled nicotine salt pod. Choose from eight World’s Tastiest Flavours to kickstart your versatile vaping journey.</p>,published,https://static.wixstatic.com/media/98377e_9429aa6fda9a4afeb9225107e1d4f477~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_3ec7518f-6c92-caaa-aa57-2498daff70c6,Default,Vape-Nasty-Versa,,TRUE,FALSE,,,,,,,,,310.0,Option,Default,https://static.wixstatic.com/media/98377e_9429aa6fda9a4afeb9225107e1d4f477~mv2.webp
watermelon-ice,Watermelon Ice,,<p>Customise your vaping experience with VERSA S and unlock endless possibilities. Each VERSA S Starter Kit includes one sleek device and a pre-filled nicotine salt pod. Choose from eight World’s Tastiest Flavours to kickstart your versatile vaping journey.</p>,published,https://static.wixstatic.com/media/98377e_778f6f8d179b497e8ff34ed2a3868d4a~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_ef45c524-32a6-49b4-f15d-eaf40b810908,Default,Vape-Nasty-Versa,,TRUE,FALSE,,,,,,,,,310.0,Option,Default,https://static.wixstatic.com/media/98377e_778f6f8d179b497e8ff34ed2a3868d4a~mv2.webp
premium-outdoor,Premium Outdoor +,,"<p>Harnessing the power of nature, our Premium Outdoor Cannabis is cultivated under natural sunlight in pristine, nutrient-rich soil. Grown with care in open fields, this cannabis captures the true essence of the earth, delivering robust flavor profiles and natural, well-rounded effects.</p><p>&nbsp;</p><p>Our outdoor-grown buds develop slowly with natural air circulation and sunlight, resulting in dense, aromatic flowers with vibrant colors and a smooth, rich smoke. Perfect for those who appreciate authentic, eco-friendly cultivation methods, our Premium Outdoor Cannabis is harvested at peak maturity to ensure quality, potency, and purity.</p><p>&nbsp;</p><p><strong>Highlights:</strong></p><ul>	<li>	<p>Naturally sun-grown in open, sustainable environments</p>	</li>	<li>	<p>Full-bodied flavors with complex terpene profiles</p>	</li>	<li>	<p>Lab-tested for safety, quality, and cannabinoid content</p>	</li>	<li>	<p>Ideal for users seeking natural, earthy cannabis experiences</p>	</li></ul><p>&nbsp;</p><p>Enjoy the authentic taste of nature with our Premium Outdoor Cannabis — crafted by the sun, perfected by nature.</p>",published,https://static.wixstatic.com/media/98377e_96688bf7a4a54601a27142f7fb4b3ea1~mv2.png,,,,,,,,,,Quick Dose (Pty) Ltd,cannabis,,,TRUE,product_b36ea697-d3de-ecf1-c4a1-9e7bd9d96bca,Default,Cannabis-Outdoor+-Bag,,TRUE,FALSE,,,,,,,,,100.0,Option,Default,https://static.wixstatic.com/media/98377e_96688bf7a4a54601a27142f7fb4b3ea1~mv2.png
black-mint,Black Mint,,"<p><strong>Power. Flavour. Total Control.</strong><br>The ELFBAR JOINOne Series is a premium modular pod system designed for a personalised, long-lasting experience. Choose&nbsp;the advanced <strong>JOINOne Dynamic&nbsp;</strong>— engineered for smooth vapour, rich flavour, and effortless use.</p><p>&nbsp;</p><p><strong>Key Features</strong></p><ul>	<li>	<p><strong>Up to 15,000–20,000 puffs</strong> (model-dependent)</p>	</li>	<li>	<p><strong>Adjustable airflow</strong> for a tighter or smoother draw</p>	</li>	<li>	<p><strong>Cooling level control</strong> for extra chill</p>	</li>	<li>	<p><strong>Dual-mesh coil</strong> for superior flavour</p>	</li>	<li>	<p><strong>Magnetic pod connection</strong> for easy swapping</p>	</li></ul><p>&nbsp;</p><p><strong>Why You’ll Love It</strong></p><ul>	<li>	<p>Ultra-smooth, flavour-packed draw</p>	</li>	<li>	<p>Customisable performance to match your style</p>	</li>	<li>	<p>High puff count = long-lasting value</p>	</li>	<li>	<p>Sleek, portable, and premium feel</p>	</li></ul><p>&nbsp;</p><p><strong>JOINOne. Built for people&nbsp;who want more.</strong><br>Powerful. Personal. Perfectly engineered.</p>",published,https://static.wixstatic.com/media/98377e_75e5bed51f564cda959a6ca7d6ac4e01~mv2.png,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_a7e7220f-d29d-da4a-37f6-67cbd50ceaa9,Default,Vape-Elfbar-JoinOne,,TRUE,FALSE,,,,,,,,,240.0,Option,Default,https://static.wixstatic.com/media/98377e_75e5bed51f564cda959a6ca7d6ac4e01~mv2.png
blue-razz-ice,Blue Razz Ice,,"<p><strong>Power. Flavour. Total Control.</strong><br>The ELFBAR JOINOne Series is a premium modular pod system designed for a personalised, long-lasting experience. Choose&nbsp;the advanced <strong>JOINOne Dynamic&nbsp;</strong>— engineered for smooth vapour, rich flavour, and effortless use.</p><p>&nbsp;</p><p><strong>Key Features</strong></p><ul>	<li>	<p><strong>Up to 15,000–20,000 puffs</strong> (model-dependent)</p>	</li>	<li>	<p><strong>Adjustable airflow</strong> for a tighter or smoother draw</p>	</li>	<li>	<p><strong>Cooling level control</strong> for extra chill</p>	</li>	<li>	<p><strong>Dual-mesh coil</strong> for superior flavour</p>	</li>	<li>	<p><strong>Magnetic pod connection</strong> for easy swapping</p>	</li></ul><p>&nbsp;</p><p><strong>Why You’ll Love It</strong></p><ul>	<li>	<p>Ultra-smooth, flavour-packed draw</p>	</li>	<li>	<p>Customisable performance to match your style</p>	</li>	<li>	<p>High puff count = long-lasting value</p>	</li>	<li>	<p>Sleek, portable, and premium feel</p>	</li></ul><p>&nbsp;</p><p><strong>JOINOne. Built for people&nbsp;who want more.</strong><br>Powerful. Personal. Perfectly engineered.</p>",published,https://static.wixstatic.com/media/98377e_25aa6821fc504c22bd437a7d92134e2c~mv2.png,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_0016dbbb-b372-1e82-d460-4817d28b33c4,Default,Vape-Elfbar-JoinOne,,TRUE,FALSE,,,,,,,,,240.0,Option,Default,https://static.wixstatic.com/media/98377e_25aa6821fc504c22bd437a7d92134e2c~mv2.png
peach-medley,Peach Medley,,"<p><strong>Power. Flavour. Total Control.</strong><br>The ELFBAR JOINOne Series is a premium modular pod system designed for a personalised, long-lasting experience. Choose&nbsp;the advanced <strong>JOINOne Dynamic&nbsp;</strong>— engineered for smooth vapour, rich flavour, and effortless use.</p><p>&nbsp;</p><p><strong>Key Features</strong></p><ul>	<li>	<p><strong>Up to 15,000–20,000 puffs</strong> (model-dependent)</p>	</li>	<li>	<p><strong>Adjustable airflow</strong> for a tighter or smoother draw</p>	</li>	<li>	<p><strong>Cooling level control</strong> for extra chill</p>	</li>	<li>	<p><strong>Dual-mesh coil</strong> for superior flavour</p>	</li>	<li>	<p><strong>Magnetic pod connection</strong> for easy swapping</p>	</li></ul><p>&nbsp;</p><p><strong>Why You’ll Love It</strong></p><ul>	<li>	<p>Ultra-smooth, flavour-packed draw</p>	</li>	<li>	<p>Customisable performance to match your style</p>	</li>	<li>	<p>High puff count = long-lasting value</p>	</li>	<li>	<p>Sleek, portable, and premium feel</p>	</li></ul><p>&nbsp;</p><p><strong>JOINOne. Built for people&nbsp;who want more.</strong><br>Powerful. Personal. Perfectly engineered.</p>",published,https://static.wixstatic.com/media/98377e_ad880bf203f2473b99e637b3b84b59c7~mv2.png,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_17c222fa-9c0f-1b4e-4d2a-0a9f419001b4,Default,Vape-Elfbar-JoinOne,,TRUE,FALSE,,,,,,,,,240.0,Option,Default,https://static.wixstatic.com/media/98377e_ad880bf203f2473b99e637b3b84b59c7~mv2.png
apple-pear,Apple Pear,,"<p><strong>Power. Flavour. Total Control.</strong><br>The ELFBAR JOINOne Series is a premium modular pod system designed for a personalised, long-lasting experience. Choose&nbsp;the advanced <strong>JOINOne Dynamic&nbsp;</strong>— engineered for smooth vapour, rich flavour, and effortless use.</p><p>&nbsp;</p><p><strong>Key Features</strong></p><ul>	<li>	<p><strong>Up to 15,000–20,000 puffs</strong> (model-dependent)</p>	</li>	<li>	<p><strong>Adjustable airflow</strong> for a tighter or smoother draw</p>	</li>	<li>	<p><strong>Cooling level control</strong> for extra chill</p>	</li>	<li>	<p><strong>Dual-mesh coil</strong> for superior flavour</p>	</li>	<li>	<p><strong>Magnetic pod connection</strong> for easy swapping</p>	</li></ul><p>&nbsp;</p><p><strong>Why You’ll Love It</strong></p><ul>	<li>	<p>Ultra-smooth, flavour-packed draw</p>	</li>	<li>	<p>Customisable performance to match your style</p>	</li>	<li>	<p>High puff count = long-lasting value</p>	</li>	<li>	<p>Sleek, portable, and premium feel</p>	</li></ul><p>&nbsp;</p><p><strong>JOINOne. Built for people&nbsp;who want more.</strong><br>Powerful. Personal. Perfectly engineered.</p>",published,https://static.wixstatic.com/media/98377e_03ad324b8de948b4919e94c9741e1732~mv2.png,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_143c1433-40b2-94ff-40ad-d2f8837aeb41,Default,Vape-Elfbar-JoinOne,,TRUE,FALSE,,,,,,,,,240.0,Option,Default,https://static.wixstatic.com/media/98377e_03ad324b8de948b4919e94c9741e1732~mv2.png
cola-ice,Cola Ice,,"<p><strong>Power. Flavour. Total Control.</strong><br>The ELFBAR JOINOne Series is a premium modular pod system designed for a personalised, long-lasting experience. Choose&nbsp;the advanced <strong>JOINOne Dynamic&nbsp;</strong>— engineered for smooth vapour, rich flavour, and effortless use.</p><p>&nbsp;</p><p><strong>Key Features</strong></p><ul>	<li>	<p><strong>Up to 15,000–20,000 puffs</strong> (model-dependent)</p>	</li>	<li>	<p><strong>Adjustable airflow</strong> for a tighter or smoother draw</p>	</li>	<li>	<p><strong>Cooling level control</strong> for extra chill</p>	</li>	<li>	<p><strong>Dual-mesh coil</strong> for superior flavour</p>	</li>	<li>	<p><strong>Magnetic pod connection</strong> for easy swapping</p>	</li></ul><p>&nbsp;</p><p><strong>Why You’ll Love It</strong></p><ul>	<li>	<p>Ultra-smooth, flavour-packed draw</p>	</li>	<li>	<p>Customisable performance to match your style</p>	</li>	<li>	<p>High puff count = long-lasting value</p>	</li>	<li>	<p>Sleek, portable, and premium feel</p>	</li></ul><p>&nbsp;</p><p><strong>JOINOne. Built for people&nbsp;who want more.</strong><br>Powerful. Personal. Perfectly engineered.</p>",published,https://static.wixstatic.com/media/98377e_089bee4626834bf0b6db6539d54a68c4~mv2.png,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_38f80ac2-6a72-017e-6649-cf50165df01c,Default,Vape-Elfbar-JoinOne,,TRUE,FALSE,,,,,,,,,240.0,Option,Default,https://static.wixstatic.com/media/98377e_089bee4626834bf0b6db6539d54a68c4~mv2.png
cheese-cake,Cheese Cake,,"<p><strong>Power. Flavour. Total Control.</strong><br>The ELFBAR JOINOne Series is a premium modular pod system designed for a personalised, long-lasting experience. Choose&nbsp;the advanced <strong>JOINOne Dynamic&nbsp;</strong>— engineered for smooth vapour, rich flavour, and effortless use.</p><p>&nbsp;</p><p><strong>Key Features</strong></p><ul>	<li>	<p><strong>Up to 15,000–20,000 puffs</strong> (model-dependent)</p>	</li>	<li>	<p><strong>Adjustable airflow</strong> for a tighter or smoother draw</p>	</li>	<li>	<p><strong>Cooling level control</strong> for extra chill</p>	</li>	<li>	<p><strong>Dual-mesh coil</strong> for superior flavour</p>	</li>	<li>	<p><strong>Magnetic pod connection</strong> for easy swapping</p>	</li></ul><p>&nbsp;</p><p><strong>Why You’ll Love It</strong></p><ul>	<li>	<p>Ultra-smooth, flavour-packed draw</p>	</li>	<li>	<p>Customisable performance to match your style</p>	</li>	<li>	<p>High puff count = long-lasting value</p>	</li>	<li>	<p>Sleek, portable, and premium feel</p>	</li></ul><p>&nbsp;</p><p><strong>JOINOne. Built for people&nbsp;who want more.</strong><br>Powerful. Personal. Perfectly engineered.</p>",published,https://static.wixstatic.com/media/98377e_4241a112a09d466e9bfa85978514cfea~mv2.png,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_b8ea03ad-46f5-7ab4-da6c-487f78110969,Default,Vape-Elfbar-JoinOne,,TRUE,FALSE,,,,,,,,,240.0,Option,Default,https://static.wixstatic.com/media/98377e_4241a112a09d466e9bfa85978514cfea~mv2.png
pomegranate-blast,Pomegranate Blast,,"<p><strong>Power. Flavour. Total Control.</strong><br>The ELFBAR JOINOne Series is a premium modular pod system designed for a personalised, long-lasting experience. Choose&nbsp;the advanced <strong>JOINOne Dynamic&nbsp;</strong>— engineered for smooth vapour, rich flavour, and effortless use.</p><p>&nbsp;</p><p><strong>Key Features</strong></p><ul>	<li>	<p><strong>Up to 15,000–20,000 puffs</strong> (model-dependent)</p>	</li>	<li>	<p><strong>Adjustable airflow</strong> for a tighter or smoother draw</p>	</li>	<li>	<p><strong>Cooling level control</strong> for extra chill</p>	</li>	<li>	<p><strong>Dual-mesh coil</strong> for superior flavour</p>	</li>	<li>	<p><strong>Magnetic pod connection</strong> for easy swapping</p>	</li></ul><p>&nbsp;</p><p><strong>Why You’ll Love It</strong></p><ul>	<li>	<p>Ultra-smooth, flavour-packed draw</p>	</li>	<li>	<p>Customisable performance to match your style</p>	</li>	<li>	<p>High puff count = long-lasting value</p>	</li>	<li>	<p>Sleek, portable, and premium feel</p>	</li></ul><p>&nbsp;</p><p><strong>JOINOne. Built for people&nbsp;who want more.</strong><br>Powerful. Personal. Perfectly engineered.</p>",published,https://static.wixstatic.com/media/98377e_100e970e8b8c4867af558afb8b40ae31~mv2.png,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_621d5e07-9050-6814-45be-664374b2ee5d,Default,Vape-Elfbar-JoinOne,,TRUE,FALSE,,,,,,,,,240.0,Option,Default,https://static.wixstatic.com/media/98377e_100e970e8b8c4867af558afb8b40ae31~mv2.png
kiwi-passion-fruit-guava,Kiwi Passion Fruit Guava,,"<p><strong>Power. Flavour. Total Control.</strong><br>The ELFBAR JOINOne Series is a premium modular pod system designed for a personalised, long-lasting experience. Choose&nbsp;the advanced <strong>JOINOne Dynamic&nbsp;</strong>— engineered for smooth vapour, rich flavour, and effortless use.</p><p>&nbsp;</p><p><strong>Key Features</strong></p><ul>	<li>	<p><strong>Up to 15,000–20,000 puffs</strong> (model-dependent)</p>	</li>	<li>	<p><strong>Adjustable airflow</strong> for a tighter or smoother draw</p>	</li>	<li>	<p><strong>Cooling level control</strong> for extra chill</p>	</li>	<li>	<p><strong>Dual-mesh coil</strong> for superior flavour</p>	</li>	<li>	<p><strong>Magnetic pod connection</strong> for easy swapping</p>	</li></ul><p>&nbsp;</p><p><strong>Why You’ll Love It</strong></p><ul>	<li>	<p>Ultra-smooth, flavour-packed draw</p>	</li>	<li>	<p>Customisable performance to match your style</p>	</li>	<li>	<p>High puff count = long-lasting value</p>	</li>	<li>	<p>Sleek, portable, and premium feel</p>	</li></ul><p>&nbsp;</p><p><strong>JOINOne. Built for people&nbsp;who want more.</strong><br>Powerful. Personal. Perfectly engineered.</p>",published,https://static.wixstatic.com/media/98377e_4f0910777c1f4fe2a84592e61e58a680~mv2.png,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_950e9c73-5dab-f8e6-b9ea-a2702d0c3b2a,Default,Vape-Elfbar-JoinOne,,TRUE,FALSE,,,,,,,,,240.0,Option,Default,https://static.wixstatic.com/media/98377e_4f0910777c1f4fe2a84592e61e58a680~mv2.png
mango-peach-watermelon,Mango Peach Watermelon,,"<p><strong>Power. Flavour. Total Control.</strong><br>The ELFBAR JOINOne Series is a premium modular pod system designed for a personalised, long-lasting experience. Choose&nbsp;the advanced <strong>JOINOne Dynamic&nbsp;</strong>— engineered for smooth vapour, rich flavour, and effortless use.</p><p>&nbsp;</p><p><strong>Key Features</strong></p><ul>	<li>	<p><strong>Up to 15,000–20,000 puffs</strong> (model-dependent)</p>	</li>	<li>	<p><strong>Adjustable airflow</strong> for a tighter or smoother draw</p>	</li>	<li>	<p><strong>Cooling level control</strong> for extra chill</p>	</li>	<li>	<p><strong>Dual-mesh coil</strong> for superior flavour</p>	</li>	<li>	<p><strong>Magnetic pod connection</strong> for easy swapping</p>	</li></ul><p>&nbsp;</p><p><strong>Why You’ll Love It</strong></p><ul>	<li>	<p>Ultra-smooth, flavour-packed draw</p>	</li>	<li>	<p>Customisable performance to match your style</p>	</li>	<li>	<p>High puff count = long-lasting value</p>	</li>	<li>	<p>Sleek, portable, and premium feel</p>	</li></ul><p>&nbsp;</p><p><strong>JOINOne. Built for people&nbsp;who want more.</strong><br>Powerful. Personal. Perfectly engineered.</p>",published,https://static.wixstatic.com/media/98377e_9e513e2c9ad24fd3a73b1f8cc888bddd~mv2.png,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_427ae60f-e814-b6cc-7d6f-e6b43c6683be,Default,Vape-Elfbar-JoinOne,,TRUE,FALSE,,,,,,,,,240.0,Option,Default,https://static.wixstatic.com/media/98377e_9e513e2c9ad24fd3a73b1f8cc888bddd~mv2.png
grape-raspberry,Grape Raspberry,,"<p><strong>Power. Flavour. Total Control.</strong><br>The ELFBAR JOINOne Series is a premium modular pod system designed for a personalised, long-lasting experience. Choose&nbsp;the advanced <strong>JOINOne Dynamic&nbsp;</strong>— engineered for smooth vapour, rich flavour, and effortless use.</p><p>&nbsp;</p><p><strong>Key Features</strong></p><ul>	<li>	<p><strong>Up to 15,000–20,000 puffs</strong> (model-dependent)</p>	</li>	<li>	<p><strong>Adjustable airflow</strong> for a tighter or smoother draw</p>	</li>	<li>	<p><strong>Cooling level control</strong> for extra chill</p>	</li>	<li>	<p><strong>Dual-mesh coil</strong> for superior flavour</p>	</li>	<li>	<p><strong>Magnetic pod connection</strong> for easy swapping</p>	</li></ul><p>&nbsp;</p><p><strong>Why You’ll Love It</strong></p><ul>	<li>	<p>Ultra-smooth, flavour-packed draw</p>	</li>	<li>	<p>Customisable performance to match your style</p>	</li>	<li>	<p>High puff count = long-lasting value</p>	</li>	<li>	<p>Sleek, portable, and premium feel</p>	</li></ul><p>&nbsp;</p><p><strong>JOINOne. Built for people&nbsp;who want more.</strong><br>Powerful. Personal. Perfectly engineered.</p>",published,https://static.wixstatic.com/media/98377e_8e33855414d74f4aa4ebc2a8210e05bd~mv2.png,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_1fbbca5e-a288-0383-b1b7-b264667df704,Default,Vape-Elfbar-JoinOne,,TRUE,FALSE,,,,,,,,,240.0,Option,Default,https://static.wixstatic.com/media/98377e_8e33855414d74f4aa4ebc2a8210e05bd~mv2.png
blue-razz-ice,Blue Razz Ice,,"<p><strong>Power. Flavour. Total Control.</strong><br>The ELFBAR JOINOne Series is a premium modular pod system designed for a personalised, long-lasting experience. Choose&nbsp;the advanced <strong>JOINOne Dynamic&nbsp;</strong>— engineered for smooth vapour, rich flavour, and effortless use.</p><p>&nbsp;</p><p><strong>Key Features</strong></p><ul>	<li>	<p><strong>Up to 15,000–20,000 puffs</strong> (model-dependent)</p>	</li>	<li>	<p><strong>Adjustable power modes:</strong> Base, Mid &amp; Turbo</p>	</li>	<li>	<p><strong>Adjustable airflow</strong> for a tighter or smoother draw</p>	</li>	<li>	<p><strong>Cooling level control</strong> for extra chill</p>	</li>	<li>	<p><strong>Dual-mesh coil</strong> for superior flavour</p>	</li>	<li>	<p><strong>Long-lasting battery</strong> with fast USB-C charging</p>	</li>	<li>	<p><strong>Magnetic pod connection</strong> for easy swapping</p>	</li>	<li>	<p>Available in <strong>Dynamic (with display)</strong>&nbsp;</p>	</li></ul><p>&nbsp;</p><p><strong>Why You’ll Love It</strong></p><ul>	<li>	<p>Ultra-smooth, flavour-packed draw</p>	</li>	<li>	<p>Customisable performance to match your style</p>	</li>	<li>	<p>High puff count = long-lasting value</p>	</li>	<li>	<p>Sleek, portable, and premium feel</p>	</li></ul><p>&nbsp;</p><p><strong>JOINOne. Built for people&nbsp;who want more.</strong><br>Powerful. Personal. Perfectly engineered.</p>",published,https://static.wixstatic.com/media/98377e_9d97ca776c144458a4f8e6a285fb44e2~mv2.png,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_3b257a67-d98c-67db-91dc-b710cbd2a78d,Default,Vape-Elfbar-JoinOne-Battery,,TRUE,FALSE,,,,,,,,,300.0,Option,Default,https://static.wixstatic.com/media/98377e_9d97ca776c144458a4f8e6a285fb44e2~mv2.png
